epoch,utc_time,stage,base_compaction_bps,base_compaction_cost_ms,base_compaction_bytes,cumulative_compaction_bytes,base_compaction_deltas,cumulative_compaction_deltas,compaction_mem_bytes,cumulative_compaction_bps,cumulative_compaction_cost_ms,running_base,running_cumulative,wait_base,wait_cumulative,tablet_base_max_score,tablet_cumulative_max_score,process_mem_bytes,disk_read_bytes,disk_write_bytes,disk_io_time_ms,disk_avail_bytes,disk_data_used_bytes,max_disk_io_util_percent,rowset_count,cpu_idle,cpu_iowait,cpu_user,cpu_system,cpu_nice,cpu_irq,cpu_soft_irq,cpu_steal
1787905307.5129569,2026-08-28T08:21:47+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,11976153.0,39.0,20.0,40807208.0,981937.0,2051.0,1.0,0.0,0.0,0.0,28.0,32.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905308.5152562,2026-08-28T08:21:48+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,11976153.0,39.0,20.0,40807208.0,981937.0,2051.0,1.0,0.0,0.0,0.0,28.0,32.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905309.5203571,2026-08-28T08:21:49+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,11976153.0,39.0,20.0,40807208.0,981937.0,2051.0,1.0,1.0,0.0,0.0,28.0,19.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905310.5223758,2026-08-28T08:21:50+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,11976153.0,39.0,20.0,40807208.0,981937.0,2051.0,1.0,1.0,0.0,0.0,28.0,19.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905311.5274491,2026-08-28T08:21:51+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,15000464.0,39.0,25.0,40807208.0,954041.0,2170.0,1.0,0.0,0.0,0.0,28.0,19.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905312.532543,2026-08-28T08:21:52+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,15000464.0,44.0,25.0,40807208.0,954041.0,2170.0,0.0,0.0,0.0,0.0,28.0,19.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905313.5376189,2026-08-28T08:21:53+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,15000464.0,44.0,25.0,40807208.0,954041.0,2170.0,0.0,0.0,0.0,0.0,28.0,19.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905314.539398,2026-08-28T08:21:54+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,15000464.0,44.0,25.0,40807208.0,954041.0,2170.0,0.0,1.0,0.0,0.0,28.0,26.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905315.5444832,2026-08-28T08:21:55+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,15000464.0,44.0,25.0,40807208.0,954041.0,2170.0,0.0,1.0,0.0,0.0,28.0,26.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905316.549551,2026-08-28T08:21:56+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,18023723.0,44.0,30.0,40807208.0,1023099.0,1955.0,0.0,0.0,0.0,0.0,28.0,26.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905317.554612,2026-08-28T08:21:57+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,18023723.0,44.0,30.0,40807208.0,1023099.0,1955.0,0.0,0.0,0.0,0.0,28.0,26.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905318.557646,2026-08-28T08:21:58+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,18023723.0,44.0,30.0,40807208.0,1023099.0,1955.0,0.0,0.0,0.0,0.0,28.0,26.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905319.56041,2026-08-28T08:21:59+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,18023723.0,44.0,30.0,40807208.0,1023099.0,1955.0,0.0,1.0,0.0,0.0,28.0,28.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905320.5654871,2026-08-28T08:22:00+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,18023723.0,44.0,30.0,45153912.0,1023099.0,1955.0,0.0,1.0,0.0,0.0,28.0,28.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905321.570548,2026-08-28T08:22:01+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,21011008.0,44.0,35.0,45153912.0,1027617.0,1907.0,0.0,0.0,0.0,0.0,28.0,28.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905322.575617,2026-08-28T08:22:02+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,21011008.0,44.0,35.0,45153912.0,1027617.0,1907.0,0.0,0.0,0.0,0.0,28.0,28.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905323.580696,2026-08-28T08:22:03+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,21011008.0,44.0,35.0,45153912.0,1027617.0,1907.0,0.0,0.0,0.0,0.0,28.0,28.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905324.585784,2026-08-28T08:22:04+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,21011008.0,44.0,35.0,45153912.0,1027617.0,1907.0,0.0,1.0,0.0,0.0,28.0,29.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905325.590861,2026-08-28T08:22:05+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,21011008.0,44.0,35.0,45153912.0,1027617.0,1907.0,0.0,1.0,0.0,0.0,28.0,29.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905326.59598,2026-08-28T08:22:06+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,24007021.0,44.0,40.0,45153912.0,1065059.0,1813.0,1.0,0.0,0.0,0.0,22.0,29.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905327.601072,2026-08-28T08:22:07+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,24007021.0,44.0,40.0,45153912.0,1065059.0,1813.0,1.0,0.0,0.0,0.0,22.0,29.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905328.606184,2026-08-28T08:22:08+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,24007021.0,44.0,40.0,45153912.0,1065059.0,1813.0,1.0,0.0,0.0,0.0,22.0,29.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905329.611302,2026-08-28T08:22:09+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,24007021.0,44.0,40.0,45153912.0,1065059.0,1813.0,1.0,1.0,0.0,0.0,22.0,19.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905330.612669,2026-08-28T08:22:10+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,24007021.0,44.0,40.0,45153912.0,1065059.0,1813.0,1.0,1.0,0.0,0.0,22.0,19.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905331.617763,2026-08-28T08:22:11+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,26826465.0,44.0,45.0,45153912.0,924711.0,2049.0,1.0,0.0,0.0,0.0,22.0,19.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
1787905332.6210518,2026-08-28T08:22:12+00:00,http_log_5m_x7,2804676.0,5469.0,35070378.0,26826465.0,44.0,45.0,45153912.0,924711.0,2049.0,1.0,0.0,0.0,0.0,22.0,19.0,331045368.0,2643147264.0,1343070208.0,33622.0,48634007552.0,7341493.0,0.0,221.0,4895040.0,3391.0,67907.0,21714.0,0.0,0.0,1551.0,0.0
